<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.03.06	16:00:00	122080	122247	122041	122041	33789	123258	1
2019.03.06	16:15:00	122047	122112	121970	122034	30580	106561	1
2019.03.06	16:30:00	122034	122105	121977	122054	20619	74204	1
2019.03.06	16:45:00	122054	122144	121951	121996	28264	101926	1
2019.03.06	17:00:00	121996	122073	121925	121944	19171	73375	1
2019.03.06	17:15:00	121944	122086	121938	122022	17585	72197	1
2019.03.06	17:30:00	122028	122176	122002	122105	16046	65083	1
2019.03.06	17:45:00	122105	122131	121893	122054	15302	64153	1
2019.03.06	18:00:00	122060	122112	121919	121919	5275	23082	1
2019.03.07	09:00:00	121828	122047	121803	121841	34519	109738	1
2019.03.07	09:15:00	121841	121957	121745	121880	38526	122048	1
2019.03.07	09:30:00	121886	121925	121506	121603	56071	167563	1
2019.03.07	09:45:00	121609	121880	121552	121861	43175	133218	1
2019.03.07	10:00:00	121867	122080	121622	121622	89619	272076	1
2019.03.07	10:15:00	121629	121886	121403	121880	81973	256710	1
2019.03.07	10:30:00	121873	122234	121764	122215	72073	233050	1
2019.03.07	10:45:00	122215	122337	122099	122273	52864	179774	1
2019.03.07	11:00:00	122266	122408	122215	122305	42839	148144	1
2019.03.07	11:15:00	122305	122466	122221	122311	37827	127343	1
2019.03.07	11:30:00	122311	122324	121590	121706	97765	338522	1
2019.03.07	11:45:00	121713	121732	121474	121706	66033	239933	1
2019.03.07	12:00:00	121713	121893	121584	121893	46872	177191	1
2019.03.07	12:15:00	121893	121983	121732	121925	43193	159856	1
2019.03.07	12:30:00	121919	122163	121835	122118	38151	148405	1
2019.03.07	12:45:00	122112	122324	122105	122118	40335	157283	1
2019.03.07	13:00:00	122118	122247	122034	122195	34018	127316	1
2019.03.07	13:15:00	122189	122221	121880	122060	38461	144307	1
2019.03.07	13:30:00	122054	122176	121931	121944	34592	125376	1
2019.03.07	13:45:00	121951	122150	121854	122125	39463	147996	1
2019.03.07	14:00:00	122118	122150	121970	122138	28916	115889	1
2019.03.07	14:15:00	122144	122215	122009	122176	32764	130442	1
2019.03.07	14:30:00	122170	122253	122034	122073	30973	131654	1
2019.03.07	14:45:00	122073	122138	121970	122099	27244	115740	1
2019.03.07	15:00:00	122105	122112	121880	121996	31810	129097	1
2019.03.07	15:15:00	122002	122131	121957	122080	30955	127675	1
2019.03.07	15:30:00	122073	122080	121835	121925	33331	141225	1
2019.03.07	15:45:00	121925	121970	121732	121751	37726	149449	1
2019.03.07	16:00:00	121751	121809	121661	121790	32645	129768	1
2019.03.07	16:15:00	121790	122073	121777	122028	37502	144149	1
2019.03.07	16:30:00	122034	122073	121828	121880	32246	129898	1
2019.03.07	16:45:00	121873	121912	121571	121822	52506	210148	1
2019.03.07	17:00:00	121828	122298	121764	122163	54105	212985	1
2019.03.07	17:15:00	122163	122595	122163	122389	40684	154205	1
2019.03.07	17:30:00	122382	122447	122215	122266	17845	67470	1
2019.03.07	17:45:00	122260	122440	122241	122266	16892	74549	1
2019.03.07	18:00:00	122266	122550	122138	122550	4931	22894	1
2019.03.08	09:00:00	121854	122028	121674	121745	36736	119998	1
2019.03.08	09:15:00	121751	121886	121661	121854	32604	109398	1
2019.03.08	09:30:00	121854	121867	121642	121700	33249	106670	1
2019.03.08	09:45:00	121700	121783	121603	121655	26934	84459	1
2019.03.08	10:00:00	121655	121719	121384	121429	53835	171042	1
2019.03.08	10:15:00	121429	121590	121217	121339	51359	155255	1
2019.03.08	10:30:00	121345	121687	120811	121300	105845	316587	1
2019.03.08	10:45:00	121300	121584	121230	121455	55375	182371	1
2019.03.08	11:00:00	121449	121455	120998	121210	52127	169343	1
2019.03.08	11:15:00	121204	121655	121178	121603	50291	174245	1
2019.03.08	11:30:00	121603	122260	121513	122067	101517	340023	1
2019.03.08	11:45:00	122060	122138	121732	121745	43798	160321	1
2019.03.08	12:00:00	121738	122125	121732	121822	56170	190018	1
2019.03.08	12:15:00	121822	122202	121751	122138	46527	171302	1
2019.03.08	12:30:00	122138	122479	122073	122459	52058	193978	1
2019.03.08	12:45:00	122453	122698	122389	122414	47128	164834	1
2019.03.08	13:00:00	122408	122569	122273	122414	39504	122706	1
2019.03.08	13:15:00	122414	122524	122286	122376	38468	105738	1
2019.03.08	13:30:00	122376	122466	122215	122337	35841	108963	1
2019.03.08	13:45:00	122337	122826	122331	122485	52808	182064	1
2019.03.08	14:00:00	122479	122498	122279	122466	38240	126721	1
2019.03.08	14:15:00	122466	122723	122447	122627	38485	134535	1
2019.03.08	14:30:00	122633	122762	122537	122691	36570	126239	1
2019.03.08	14:45:00	122698	122749	122498	122537	31717	112236	1
2019.03.08	15:00:00	122543	122633	122421	122608	35500	102919	1
2019.03.08	15:15:00	122608	122653	122421	122543	28046	92417	1
2019.03.08	15:30:00	122543	122711	122479	122678	26345	100567	1
2019.03.08	15:45:00	122672	122749	122582	122685	29415	108528	1
2019.03.08	16:00:00	122685	122968	122614	122878	39960	150357	1
2019.03.08	16:15:00	122884	123213	122781	123174	47911	180504	1
2019.03.08	16:30:00	123174	123309	123084	123206	41019	153978	1
2019.03.08	16:45:00	123206	123245	123097	123232	24572	97082	1
2019.03.08	17:00:00	123232	123754	123226	123619	52232	231532	1
2019.03.08	17:15:00	123625	123722	123496	123606	28821	119512	1
2019.03.08	17:30:00	123599	123676	123406	123451	20978	95384	1
2019.03.08	17:45:00	123458	123631	123354	123483	21798	94264	1
2019.03.08	18:00:00	123490	123670	123445	123548	8337	35836	1
2019.03.11	09:00:00	124037	124314	124005	124262	34993	106658	1
2019.03.11	09:15:00	124262	124340	124127	124224	27158	94130	1
2019.03.11	09:30:00	124217	124243	124037	124140	40583	138804	1
2019.03.11	09:45:00	124134	124192	123973	123979	31599	102307	1
2019.03.11	10:00:00	123986	124449	123812	124404	90499	276708	1
2019.03.11	10:15:00	124404	124739	124269	124726	67953	212577	1
2019.03.11	10:30:00	124726	125215	124713	125093	81911	287806	1
2019.03.11	10:45:00	125087	125486	125087	125486	69837	245151	1
2019.03.11	11:00:00	125486	125615	125364	125492	50994	188012	1
2019.03.11	11:15:00	125492	125995	125473	125962	57797	220720	1
2019.03.11	11:30:00	125962	126110	125866	125988	53079	205381	1
2019.03.11	11:45:00	125988	126213	125904	126098	49547	186722	1
2019.03.11	12:00:00	126098	126143	125937	126104	35039	140326	1
2019.03.11	12:15:00	126104	126310	126085	126213	43208	177912	1
2019.03.11	12:30:00	126213	126329	126027	126110	42912	166445	1
2019.03.11	12:45:00	126104	126252	126027	126226	28844	108168	1
2019.03.11	13:00:00	126220	126323	126130	126194	30392	116758	1
2019.03.11	13:15:00	126194	126465	126143	126188	44053	165790	1
2019.03.11	13:30:00	126188	126413	126156	126381	33178	134599	1
2019.03.11	13:45:00	126387	126523	126252	126452	36599	150386	1
